CustomerID,Feedback,SentimentScore
1050,Packaging was damaged,0.2
1051,Delay in shipment,0.3
1052,Will not recommend,0.92
1053,Loved the quality,0.91
1054,Quick resolution,0.9
1055,Quick resolution,0.95
1056,Will not recommend,0.3
1057,Packaging was damaged,0.1
1058,Will not recommend,0.35
1059,Packaging was damaged,0.88
1060,Great support,0.3
1061,Delay in shipment,0.3
1062,Great support,0.35
1063,Delay in shipment,0.95
1064,Delay in shipment,0.92
1065,Great support,0.9
1066,Will not recommend,0.25
1067,Excellent service,0.92
1068,Quick resolution,0.88
1069,Worst delivery experience,0.25
1070,Quick resolution,0.25
1071,Excellent service,0.2
1072,Unresponsive helpline,0.2
1073,Amazing product,0.1
1074,Great support,0.92
1075,Excellent service,0.9
1076,Loved the quality,0.1
1077,Loved the quality,0.95
1078,Amazing product,0.25
1079,Great support,0.35
1080,Worst delivery experience,0.9
1081,Packaging was damaged,0.25
1082,Will not recommend,0.95
1083,Will not recommend,0.9
1084,Excellent service,0.91
1085,Quick resolution,0.35
1086,Great support,0.95
1087,Loved the quality,0.91
1088,Will not recommend,0.88
1089,Quick resolution,0.95
1090,Amazing product,0.95
1091,Packaging was damaged,0.92
1092,Packaging was damaged,0.3
1093,Great support,0.25
1094,Delay in shipment,0.2
1095,Great support,0.35
1096,Unresponsive helpline,0.25
1097,Will not recommend,0.95
1098,Will not recommend,0.9
1099,Excellent service,0.95
1100,Will not recommend,0.88
1101,Will not recommend,0.95
1102,Quick resolution,0.91
1103,Delay in shipment,0.25
1104,Loved the quality,0.9
1105,Loved the quality,0.3
1106,Unresponsive helpline,0.91
1107,Packaging was damaged,0.1
1108,Loved the quality,0.35
1109,Will not recommend,0.92
1110,Delay in shipment,0.92
1111,Quick resolution,0.95
1112,Delay in shipment,0.95
1113,Loved the quality,0.9
1114,Delay in shipment,0.2
1115,Will not recommend,0.1
1116,Excellent service,0.95
1117,Excellent service,0.92
1118,Loved the quality,0.9
1119,Excellent service,0.88
1120,Excellent service,0.25
1121,Great support,0.1
1122,Quick resolution,0.35
1123,Excellent service,0.92
1124,Quick resolution,0.1
1125,Excellent service,0.92
1126,Will not recommend,0.95
1127,Delay in shipment,0.35
1128,Packaging was damaged,0.35
1129,Will not recommend,0.9
1130,Excellent service,0.3
1131,Unresponsive helpline,0.3
1132,Amazing product,0.35
1133,Unresponsive helpline,0.25
1134,Amazing product,0.91
1135,Packaging was damaged,0.91
1136,Great support,0.92
1137,Excellent service,0.25
1138,Quick resolution,0.25
1139,Amazing product,0.1
1140,Loved the quality,0.3
1141,Delay in shipment,0.3
1142,Amazing product,0.9
1143,Delay in shipment,0.92
1144,Worst delivery experience,0.25
1145,Unresponsive helpline,0.25
1146,Excellent service,0.91
1147,Unresponsive helpline,0.95
1148,Worst delivery experience,0.3
1149,Amazing product,0.35
1150,Will not recommend,0.92
1151,Worst delivery experience,0.3
1152,Quick resolution,0.9
1153,Loved the quality,0.2
1154,Quick resolution,0.91
1155,Will not recommend,0.1
1156,Unresponsive helpline,0.9
1157,Great support,0.3
1158,Great support,0.95
1159,Delay in shipment,0.95
1160,Packaging was damaged,0.1
1161,Delay in shipment,0.91
1162,Quick resolution,0.3
1163,Excellent service,0.1
1164,Loved the quality,0.3
1165,Excellent service,0.35
1166,Will not recommend,0.2
1167,Loved the quality,0.35
1168,Amazing product,0.88
1169,Packaging was damaged,0.95
1170,Will not recommend,0.25
1171,Loved the quality,0.35
1172,Will not recommend,0.91
1173,Amazing product,0.3
1174,Delay in shipment,0.2
1175,Loved the quality,0.91
1176,Packaging was damaged,0.25
1177,Unresponsive helpline,0.2
1178,Excellent service,0.25
1179,Quick resolution,0.25
1180,Quick resolution,0.92
1181,Worst delivery experience,0.88
1182,Excellent service,0.88
1183,Great support,0.3
1184,Great support,0.35
1185,Unresponsive helpline,0.1
1186,Loved the quality,0.35
1187,Great support,0.35
1188,Great support,0.91
1189,Will not recommend,0.2
1190,Great support,0.1
1191,Packaging was damaged,0.25
1192,Loved the quality,0.25
1193,Worst delivery experience,0.95
1194,Quick resolution,0.2
1195,Great support,0.3
1196,Amazing product,0.92
1197,Unresponsive helpline,0.92
1198,Unresponsive helpline,0.35
1199,Quick resolution,0.88
1200,Excellent service,0.95
1201,Worst delivery experience,0.88
1202,Great support,0.35
1203,Quick resolution,0.92
1204,Loved the quality,0.35
1205,Will not recommend,0.25
1206,Quick resolution,0.35
1207,Worst delivery experience,0.92
1208,Will not recommend,0.35
1209,Excellent service,0.91
1210,Will not recommend,0.95
1211,Great support,0.9
1212,Delay in shipment,0.9
1213,Quick resolution,0.91
1214,Will not recommend,0.9
1215,Quick resolution,0.35
1216,Amazing product,0.91
1217,Delay in shipment,0.1
1218,Great support,0.92
1219,Quick resolution,0.1
1220,Amazing product,0.91
1221,Amazing product,0.91
1222,Worst delivery experience,0.35
1223,Delay in shipment,0.25
1224,Loved the quality,0.91
1225,Delay in shipment,0.91
1226,Worst delivery experience,0.25
1227,Unresponsive helpline,0.3
1228,Delay in shipment,0.25
1229,Great support,0.2
1230,Delay in shipment,0.9
1231,Worst delivery experience,0.91
1232,Excellent service,0.1
1233,Unresponsive helpline,0.3
1234,Delay in shipment,0.2
1235,Packaging was damaged,0.9
1236,Quick resolution,0.88
1237,Excellent service,0.91
1238,Great support,0.88
1239,Will not recommend,0.25
1240,Unresponsive helpline,0.9
1241,Excellent service,0.88
1242,Amazing product,0.95
1243,Loved the quality,0.35
1244,Worst delivery experience,0.9
1245,Delay in shipment,0.2
1246,Quick resolution,0.3
1247,Unresponsive helpline,0.91
1248,Loved the quality,0.35
1249,Worst delivery experience,0.91
1250,Worst delivery experience,0.25
1251,Delay in shipment,0.92
1252,Unresponsive helpline,0.25
1253,Delay in shipment,0.2
1254,Excellent service,0.25
1255,Quick resolution,0.95
1256,Great support,0.9
1257,Great support,0.88
1258,Amazing product,0.3
1259,Unresponsive helpline,0.88
1260,Unresponsive helpline,0.95
1261,Worst delivery experience,0.88
1262,Loved the quality,0.9
1263,Excellent service,0.2
1264,Will not recommend,0.91
1265,Packaging was damaged,0.2
1266,Will not recommend,0.9
1267,Delay in shipment,0.9
1268,Quick resolution,0.3
1269,Worst delivery experience,0.88
1270,Packaging was damaged,0.88
1271,Excellent service,0.91
1272,Unresponsive helpline,0.1
1273,Delay in shipment,0.25
1274,Loved the quality,0.35
1275,Packaging was damaged,0.35
1276,Worst delivery experience,0.92
1277,Amazing product,0.2
1278,Amazing product,0.35
1279,Packaging was damaged,0.35
1280,Worst delivery experience,0.92
1281,Excellent service,0.35
1282,Worst delivery experience,0.92
1283,Will not recommend,0.3
1284,Quick resolution,0.9
1285,Worst delivery experience,0.95
1286,Will not recommend,0.3
1287,Unresponsive helpline,0.91
1288,Excellent service,0.88
1289,Unresponsive helpline,0.88
1290,Unresponsive helpline,0.88
1291,Excellent service,0.3
1292,Excellent service,0.88
1293,Unresponsive helpline,0.2
1294,Unresponsive helpline,0.25
1295,Worst delivery experience,0.1
1296,Packaging was damaged,0.25
1297,Excellent service,0.91
1298,Delay in shipment,0.92
1299,Packaging was damaged,0.1
1300,Packaging was damaged,0.25
1301,Unresponsive helpline,0.2
1302,Great support,0.1
1303,Packaging was damaged,0.1
1304,Unresponsive helpline,0.25
1305,Great support,0.1
1306,Unresponsive helpline,0.91
1307,Delay in shipment,0.35
1308,Excellent service,0.35
1309,Excellent service,0.3
1310,Packaging was damaged,0.25
1311,Amazing product,0.88
1312,Worst delivery experience,0.91
1313,Amazing product,0.95
1314,Unresponsive helpline,0.1
1315,Great support,0.25
1316,Quick resolution,0.25
1317,Great support,0.91
1318,Quick resolution,0.88
1319,Will not recommend,0.91
1320,Great support,0.1
1321,Unresponsive helpline,0.25
1322,Unresponsive helpline,0.91
1323,Great support,0.91
1324,Unresponsive helpline,0.95
1325,Unresponsive helpline,0.9
1326,Worst delivery experience,0.35
1327,Worst delivery experience,0.88
1328,Packaging was damaged,0.3
1329,Worst delivery experience,0.1
1330,Amazing product,0.2
1331,Amazing product,0.3
1332,Amazing product,0.35
1333,Delay in shipment,0.3
1334,Excellent service,0.1
1335,Great support,0.2
1336,Loved the quality,0.91
1337,Excellent service,0.95
1338,Worst delivery experience,0.1
1339,Quick resolution,0.88
1340,Quick resolution,0.91
1341,Will not recommend,0.9
1342,Worst delivery experience,0.35
1343,Unresponsive helpline,0.91
1344,Packaging was damaged,0.91
1345,Will not recommend,0.3
1346,Excellent service,0.25
1347,Will not recommend,0.25
1348,Worst delivery experience,0.88
1349,Delay in shipment,0.35
1350,Amazing product,0.9
1351,Packaging was damaged,0.3
1352,Amazing product,0.91
1353,Excellent service,0.1
1354,Quick resolution,0.88
1355,Amazing product,0.25
1356,Unresponsive helpline,0.35
1357,Great support,0.95
1358,Great support,0.91
1359,Excellent service,0.9
1360,Will not recommend,0.9
1361,Quick resolution,0.91
1362,Excellent service,0.3
1363,Amazing product,0.25
1364,Quick resolution,0.3
1365,Excellent service,0.2
1366,Quick resolution,0.92
1367,Packaging was damaged,0.9
1368,Unresponsive helpline,0.3
1369,Great support,0.9
1370,Delay in shipment,0.95
1371,Quick resolution,0.3
1372,Will not recommend,0.91
1373,Excellent service,0.88
1374,Amazing product,0.35
1375,Great support,0.1
1376,Delay in shipment,0.91
1377,Great support,0.3
1378,Amazing product,0.35
1379,Great support,0.9
1380,Great support,0.9
1381,Packaging was damaged,0.1
1382,Worst delivery experience,0.1
1383,Amazing product,0.25
1384,Amazing product,0.92
1385,Packaging was damaged,0.25
1386,Great support,0.91
1387,Quick resolution,0.2
1388,Worst delivery experience,0.88
1389,Will not recommend,0.2
1390,Packaging was damaged,0.88
1391,Delay in shipment,0.9
1392,Worst delivery experience,0.25
1393,Unresponsive helpline,0.3
1394,Worst delivery experience,0.91
1395,Great support,0.3
1396,Quick resolution,0.2
1397,Packaging was damaged,0.3
1398,Worst delivery experience,0.92
1399,Loved the quality,0.25
1400,Packaging was damaged,0.9
1401,Will not recommend,0.91
1402,Delay in shipment,0.91
1403,Worst delivery experience,0.1
1404,Amazing product,0.9
1405,Delay in shipment,0.25
1406,Packaging was damaged,0.35
1407,Excellent service,0.35
1408,Amazing product,0.2
1409,Unresponsive helpline,0.25
1410,Worst delivery experience,0.88
1411,Loved the quality,0.2
1412,Worst delivery experience,0.3
1413,Quick resolution,0.92
1414,Unresponsive helpline,0.91
1415,Worst delivery experience,0.1
1416,Loved the quality,0.2
1417,Quick resolution,0.88
1418,Loved the quality,0.92
1419,Packaging was damaged,0.2
1420,Packaging was damaged,0.1
1421,Loved the quality,0.9
1422,Unresponsive helpline,0.92
1423,Unresponsive helpline,0.1
1424,Loved the quality,0.95
1425,Packaging was damaged,0.88
1426,Loved the quality,0.95
1427,Will not recommend,0.35
1428,Excellent service,0.35
1429,Great support,0.95
1430,Amazing product,0.88
1431,Packaging was damaged,0.25
1432,Loved the quality,0.9
1433,Great support,0.1
1434,Unresponsive helpline,0.95
1435,Loved the quality,0.2
1436,Quick resolution,0.95
1437,Unresponsive helpline,0.91
1438,Excellent service,0.3
1439,Loved the quality,0.88
1440,Loved the quality,0.92
1441,Will not recommend,0.91
1442,Excellent service,0.91
1443,Excellent service,0.35
1444,Packaging was damaged,0.92
1445,Unresponsive helpline,0.1
1446,Delay in shipment,0.95
1447,Excellent service,0.3
1448,Worst delivery experience,0.92
1449,Excellent service,0.91
1450,Great support,0.2
1451,Loved the quality,0.2
1452,Great support,0.9
1453,Amazing product,0.9
1454,Delay in shipment,0.88
1455,Amazing product,0.95
1456,Great support,0.2
1457,Delay in shipment,0.95
1458,Unresponsive helpline,0.91
1459,Amazing product,0.1
1460,Quick resolution,0.91
1461,Excellent service,0.9
1462,Great support,0.9
1463,Amazing product,0.95
1464,Packaging was damaged,0.92
1465,Packaging was damaged,0.9
1466,Quick resolution,0.2
1467,Worst delivery experience,0.9
1468,Delay in shipment,0.25
1469,Unresponsive helpline,0.25
1470,Excellent service,0.95
1471,Delay in shipment,0.2
1472,Excellent service,0.95
1473,Amazing product,0.25
1474,Worst delivery experience,0.95
1475,Loved the quality,0.35
1476,Great support,0.1
1477,Unresponsive helpline,0.25
1478,Quick resolution,0.25
1479,Worst delivery experience,0.88
1480,Unresponsive helpline,0.25
1481,Amazing product,0.25
1482,Amazing product,0.1
1483,Will not recommend,0.9
1484,Quick resolution,0.2
1485,Will not recommend,0.3
1486,Loved the quality,0.92
1487,Unresponsive helpline,0.2
1488,Packaging was damaged,0.25
1489,Quick resolution,0.25
1490,Excellent service,0.3
1491,Worst delivery experience,0.92
1492,Will not recommend,0.92
1493,Unresponsive helpline,0.92
1494,Packaging was damaged,0.91
1495,Worst delivery experience,0.91
1496,Quick resolution,0.3
1497,Excellent service,0.95
1498,Great support,0.25
1499,Excellent service,0.95
1500,Loved the quality,0.88
1501,Worst delivery experience,0.3
1502,Loved the quality,0.95
1503,Worst delivery experience,0.3
1504,Worst delivery experience,0.88
1505,Worst delivery experience,0.25
1506,Worst delivery experience,0.2
1507,Packaging was damaged,0.91
1508,Excellent service,0.92
1509,Quick resolution,0.25
1510,Excellent service,0.2
1511,Amazing product,0.2
1512,Packaging was damaged,0.3
1513,Loved the quality,0.3
1514,Unresponsive helpline,0.9
1515,Unresponsive helpline,0.92
1516,Worst delivery experience,0.2
1517,Delay in shipment,0.95
1518,Will not recommend,0.3
1519,Will not recommend,0.35
1520,Quick resolution,0.35
1521,Unresponsive helpline,0.2
1522,Packaging was damaged,0.35
1523,Loved the quality,0.3
1524,Quick resolution,0.1
1525,Amazing product,0.95
1526,Great support,0.95
1527,Great support,0.2
1528,Worst delivery experience,0.3
1529,Great support,0.25
1530,Great support,0.9
1531,Quick resolution,0.92
1532,Delay in shipment,0.9
1533,Unresponsive helpline,0.25
1534,Unresponsive helpline,0.3
1535,Quick resolution,0.25
1536,Loved the quality,0.25
1537,Packaging was damaged,0.91
1538,Will not recommend,0.2
1539,Amazing product,0.1
1540,Great support,0.88
1541,Loved the quality,0.1
1542,Will not recommend,0.95
1543,Loved the quality,0.3
1544,Delay in shipment,0.3
1545,Unresponsive helpline,0.3
1546,Amazing product,0.88
1547,Unresponsive helpline,0.92
1548,Great support,0.92
1549,Unresponsive helpline,0.9
1550,Packaging was damaged,0.1
1551,Loved the quality,0.92
1552,Quick resolution,0.92
1553,Worst delivery experience,0.25
1554,Unresponsive helpline,0.2
1555,Unresponsive helpline,0.25
1556,Quick resolution,0.3
1557,Excellent service,0.91
1558,Delay in shipment,0.25
1559,Worst delivery experience,0.92
1560,Excellent service,0.92
1561,Delay in shipment,0.91
1562,Excellent service,0.92
1563,Will not recommend,0.91
1564,Packaging was damaged,0.35
1565,Worst delivery experience,0.95
1566,Amazing product,0.25
1567,Worst delivery experience,0.95
1568,Will not recommend,0.2
1569,Amazing product,0.35
1570,Quick resolution,0.92
1571,Amazing product,0.2
1572,Excellent service,0.35
1573,Packaging was damaged,0.88
1574,Quick resolution,0.9
1575,Quick resolution,0.25
1576,Packaging was damaged,0.3
1577,Delay in shipment,0.1
1578,Delay in shipment,0.91
1579,Quick resolution,0.88
1580,Worst delivery experience,0.9
1581,Loved the quality,0.92
1582,Delay in shipment,0.91
1583,Packaging was damaged,0.91
1584,Great support,0.25
1585,Packaging was damaged,0.25
1586,Excellent service,0.91
1587,Quick resolution,0.92
1588,Delay in shipment,0.91
1589,Unresponsive helpline,0.35
1590,Worst delivery experience,0.35
1591,Delay in shipment,0.1
1592,Will not recommend,0.35
1593,Excellent service,0.88
1594,Excellent service,0.91
1595,Amazing product,0.9
1596,Unresponsive helpline,0.35
1597,Excellent service,0.1
1598,Unresponsive helpline,0.92
1599,Quick resolution,0.3
1600,Packaging was damaged,0.25
1601,Packaging was damaged,0.9
1602,Loved the quality,0.2
1603,Quick resolution,0.3
1604,Quick resolution,0.9
1605,Unresponsive helpline,0.88
1606,Great support,0.3
1607,Delay in shipment,0.1
1608,Quick resolution,0.91
1609,Delay in shipment,0.92
1610,Loved the quality,0.9
1611,Delay in shipment,0.2
1612,Worst delivery experience,0.35
1613,Worst delivery experience,0.35
1614,Great support,0.95
1615,Packaging was damaged,0.88
1616,Great support,0.92
1617,Excellent service,0.88
1618,Will not recommend,0.3
1619,Packaging was damaged,0.92
1620,Quick resolution,0.88
1621,Great support,0.35
1622,Amazing product,0.95
1623,Will not recommend,0.95
1624,Will not recommend,0.2
1625,Unresponsive helpline,0.9
1626,Loved the quality,0.95
1627,Will not recommend,0.1
1628,Quick resolution,0.2
1629,Amazing product,0.2
1630,Worst delivery experience,0.88
1631,Great support,0.35
1632,Quick resolution,0.91
1633,Great support,0.1
1634,Amazing product,0.92
1635,Great support,0.9
1636,Delay in shipment,0.95
1637,Amazing product,0.95
1638,Amazing product,0.2
1639,Worst delivery experience,0.9
1640,Delay in shipment,0.1
1641,Will not recommend,0.1
1642,Will not recommend,0.92
1643,Delay in shipment,0.88
1644,Quick resolution,0.3
1645,Amazing product,0.1
1646,Worst delivery experience,0.35
1647,Packaging was damaged,0.35
1648,Packaging was damaged,0.2
1649,Delay in shipment,0.35
1650,Delay in shipment,0.92
1651,Packaging was damaged,0.35
1652,Worst delivery experience,0.3
1653,Worst delivery experience,0.95
1654,Amazing product,0.91
1655,Delay in shipment,0.9
1656,Delay in shipment,0.95
1657,Delay in shipment,0.3
1658,Worst delivery experience,0.88
1659,Great support,0.3
1660,Loved the quality,0.3
1661,Amazing product,0.91
1662,Amazing product,0.35
1663,Quick resolution,0.91
1664,Loved the quality,0.2
1665,Packaging was damaged,0.88
1666,Unresponsive helpline,0.88
1667,Great support,0.25
1668,Worst delivery experience,0.1
1669,Worst delivery experience,0.91
1670,Will not recommend,0.25
1671,Worst delivery experience,0.2
1672,Excellent service,0.9
1673,Unresponsive helpline,0.2
1674,Great support,0.95
1675,Worst delivery experience,0.88
1676,Quick resolution,0.25
1677,Amazing product,0.92
1678,Worst delivery experience,0.1
1679,Great support,0.91
1680,Excellent service,0.3
1681,Amazing product,0.95
1682,Will not recommend,0.3
1683,Packaging was damaged,0.92
1684,Excellent service,0.25
1685,Worst delivery experience,0.92
1686,Quick resolution,0.1
1687,Amazing product,0.91
1688,Amazing product,0.35
1689,Unresponsive helpline,0.25
1690,Excellent service,0.9
1691,Quick resolution,0.9
1692,Delay in shipment,0.91
1693,Excellent service,0.35
1694,Delay in shipment,0.3
1695,Delay in shipment,0.25
1696,Quick resolution,0.3
1697,Quick resolution,0.3
1698,Excellent service,0.88
1699,Will not recommend,0.88
1700,Amazing product,0.25
1701,Delay in shipment,0.1
1702,Great support,0.88
1703,Great support,0.25
1704,Amazing product,0.25
1705,Delay in shipment,0.88
1706,Packaging was damaged,0.95
1707,Loved the quality,0.3
1708,Amazing product,0.9
1709,Great support,0.91
1710,Will not recommend,0.1
1711,Excellent service,0.25
1712,Worst delivery experience,0.91
1713,Great support,0.92
1714,Amazing product,0.92
1715,Will not recommend,0.1
1716,Packaging was damaged,0.92
1717,Great support,0.2
1718,Great support,0.88
1719,Great support,0.25
1720,Excellent service,0.92
1721,Unresponsive helpline,0.25
1722,Loved the quality,0.35
1723,Unresponsive helpline,0.3
1724,Great support,0.88
1725,Packaging was damaged,0.25
1726,Great support,0.91
1727,Delay in shipment,0.92
1728,Quick resolution,0.91
1729,Delay in shipment,0.25
1730,Excellent service,0.95
1731,Delay in shipment,0.25
1732,Unresponsive helpline,0.25
1733,Will not recommend,0.88
1734,Delay in shipment,0.95
1735,Will not recommend,0.35
1736,Excellent service,0.2
1737,Delay in shipment,0.35
1738,Amazing product,0.2
1739,Delay in shipment,0.2
1740,Delay in shipment,0.88
1741,Amazing product,0.1
1742,Great support,0.95
1743,Unresponsive helpline,0.92
1744,Excellent service,0.95
1745,Packaging was damaged,0.91
1746,Excellent service,0.92
1747,Unresponsive helpline,0.92
1748,Excellent service,0.3
1749,Worst delivery experience,0.9
1750,Will not recommend,0.25
1751,Will not recommend,0.88
1752,Unresponsive helpline,0.91
1753,Unresponsive helpline,0.35
1754,Packaging was damaged,0.95
1755,Loved the quality,0.92
1756,Amazing product,0.92
1757,Great support,0.88
1758,Quick resolution,0.1
1759,Delay in shipment,0.95
1760,Worst delivery experience,0.95
1761,Worst delivery experience,0.35
1762,Amazing product,0.35
1763,Delay in shipment,0.91
1764,Packaging was damaged,0.9
1765,Amazing product,0.92
1766,Amazing product,0.92
1767,Amazing product,0.95
1768,Unresponsive helpline,0.35
1769,Excellent service,0.3
1770,Great support,0.35
1771,Will not recommend,0.25
1772,Amazing product,0.25
1773,Amazing product,0.9
1774,Unresponsive helpline,0.91
1775,Loved the quality,0.3
1776,Excellent service,0.95
1777,Excellent service,0.91
1778,Quick resolution,0.92
1779,Quick resolution,0.25
1780,Quick resolution,0.88
1781,Packaging was damaged,0.92
1782,Quick resolution,0.25
1783,Packaging was damaged,0.95
1784,Packaging was damaged,0.3
1785,Packaging was damaged,0.92
1786,Packaging was damaged,0.3
1787,Excellent service,0.35
1788,Unresponsive helpline,0.91
1789,Loved the quality,0.95
1790,Will not recommend,0.1
1791,Quick resolution,0.2
1792,Great support,0.95
1793,Quick resolution,0.88
1794,Great support,0.2
1795,Packaging was damaged,0.91
1796,Loved the quality,0.25
1797,Packaging was damaged,0.1
1798,Will not recommend,0.95
1799,Delay in shipment,0.9
1800,Amazing product,0.35
1801,Worst delivery experience,0.9
1802,Great support,0.91
1803,Delay in shipment,0.1
1804,Unresponsive helpline,0.1
1805,Excellent service,0.2
1806,Great support,0.35
1807,Worst delivery experience,0.2
1808,Unresponsive helpline,0.9
1809,Will not recommend,0.1
1810,Excellent service,0.91
1811,Packaging was damaged,0.91
1812,Delay in shipment,0.2
1813,Delay in shipment,0.25
1814,Excellent service,0.9
1815,Unresponsive helpline,0.2
1816,Excellent service,0.1
1817,Amazing product,0.25
1818,Will not recommend,0.9
1819,Quick resolution,0.25
1820,Worst delivery experience,0.35
1821,Delay in shipment,0.95
1822,Worst delivery experience,0.2
1823,Quick resolution,0.2
1824,Excellent service,0.88
1825,Quick resolution,0.35
1826,Unresponsive helpline,0.2
1827,Excellent service,0.95
1828,Quick resolution,0.92
1829,Worst delivery experience,0.2
1830,Great support,0.1
1831,Packaging was damaged,0.1
1832,Loved the quality,0.35
1833,Amazing product,0.2
1834,Worst delivery experience,0.91
1835,Unresponsive helpline,0.92
1836,Excellent service,0.88
1837,Quick resolution,0.3
1838,Excellent service,0.2
1839,Amazing product,0.9
1840,Amazing product,0.92
1841,Worst delivery experience,0.95
1842,Amazing product,0.3
1843,Packaging was damaged,0.3
1844,Worst delivery experience,0.2
1845,Packaging was damaged,0.91
1846,Excellent service,0.35
1847,Amazing product,0.91
1848,Will not recommend,0.35
1849,Worst delivery experience,0.2
1850,Delay in shipment,0.95
1851,Excellent service,0.3
1852,Quick resolution,0.95
1853,Loved the quality,0.25
1854,Excellent service,0.95
1855,Unresponsive helpline,0.92
1856,Great support,0.91
1857,Quick resolution,0.95
1858,Loved the quality,0.3
1859,Will not recommend,0.25
1860,Amazing product,0.25
1861,Worst delivery experience,0.95
1862,Loved the quality,0.25
1863,Unresponsive helpline,0.9
1864,Great support,0.88
1865,Great support,0.1
1866,Amazing product,0.95
1867,Quick resolution,0.92
1868,Loved the quality,0.3
1869,Loved the quality,0.3
1870,Worst delivery experience,0.92
1871,Loved the quality,0.9
1872,Delay in shipment,0.88
1873,Unresponsive helpline,0.2
1874,Will not recommend,0.95
1875,Worst delivery experience,0.35
1876,Packaging was damaged,0.95
1877,Amazing product,0.88
1878,Unresponsive helpline,0.25
1879,Packaging was damaged,0.2
1880,Worst delivery experience,0.3
1881,Quick resolution,0.88
1882,Will not recommend,0.35
1883,Will not recommend,0.2
1884,Great support,0.3
1885,Loved the quality,0.9
1886,Unresponsive helpline,0.91
1887,Loved the quality,0.35
1888,Will not recommend,0.2
1889,Unresponsive helpline,0.2
1890,Loved the quality,0.9
1891,Unresponsive helpline,0.92
1892,Packaging was damaged,0.35
1893,Quick resolution,0.92
1894,Excellent service,0.95
1895,Loved the quality,0.95
1896,Great support,0.88
1897,Loved the quality,0.1
1898,Delay in shipment,0.88
1899,Will not recommend,0.1
1900,Great support,0.35
1901,Delay in shipment,0.91
1902,Great support,0.2
1903,Will not recommend,0.95
1904,Delay in shipment,0.35
1905,Unresponsive helpline,0.35
1906,Great support,0.91
1907,Unresponsive helpline,0.1
1908,Packaging was damaged,0.95
1909,Unresponsive helpline,0.95
1910,Quick resolution,0.1
1911,Loved the quality,0.35
1912,Excellent service,0.92
1913,Unresponsive helpline,0.35
1914,Loved the quality,0.35
1915,Excellent service,0.3
1916,Worst delivery experience,0.1
1917,Loved the quality,0.25
1918,Great support,0.92
1919,Packaging was damaged,0.35
1920,Excellent service,0.2
1921,Loved the quality,0.95
1922,Will not recommend,0.25
1923,Loved the quality,0.35
1924,Loved the quality,0.91
1925,Quick resolution,0.92
1926,Will not recommend,0.25
1927,Delay in shipment,0.88
1928,Loved the quality,0.1
1929,Packaging was damaged,0.95
1930,Will not recommend,0.88
1931,Packaging was damaged,0.3
1932,Worst delivery experience,0.35
1933,Quick resolution,0.91
1934,Worst delivery experience,0.91
1935,Loved the quality,0.91
1936,Loved the quality,0.92
1937,Excellent service,0.3
1938,Loved the quality,0.35
1939,Packaging was damaged,0.1
1940,Unresponsive helpline,0.92
1941,Great support,0.1
1942,Amazing product,0.92
1943,Delay in shipment,0.25
1944,Worst delivery experience,0.1
1945,Packaging was damaged,0.92
1946,Unresponsive helpline,0.95
1947,Packaging was damaged,0.92
1948,Great support,0.92
1949,Packaging was damaged,0.92
1950,Amazing product,0.9
1951,Packaging was damaged,0.91
1952,Amazing product,0.92
1953,Loved the quality,0.2
1954,Will not recommend,0.92
1955,Loved the quality,0.91
1956,Worst delivery experience,0.25
1957,Loved the quality,0.35
1958,Quick resolution,0.91
1959,Worst delivery experience,0.88
1960,Excellent service,0.2
1961,Loved the quality,0.95
1962,Quick resolution,0.9
1963,Great support,0.3
1964,Unresponsive helpline,0.91
1965,Loved the quality,0.92
1966,Worst delivery experience,0.2
1967,Worst delivery experience,0.1
1968,Excellent service,0.92
1969,Quick resolution,0.2
1970,Worst delivery experience,0.91
1971,Worst delivery experience,0.35
1972,Packaging was damaged,0.92
1973,Loved the quality,0.2
1974,Loved the quality,0.88
1975,Delay in shipment,0.88
1976,Delay in shipment,0.2
1977,Delay in shipment,0.1
1978,Excellent service,0.35
1979,Will not recommend,0.1
1980,Quick resolution,0.1
1981,Will not recommend,0.9
1982,Amazing product,0.25
1983,Packaging was damaged,0.92
1984,Packaging was damaged,0.25
1985,Loved the quality,0.88
1986,Quick resolution,0.25
1987,Great support,0.95
1988,Great support,0.35
1989,Excellent service,0.9
1990,Loved the quality,0.92
1991,Unresponsive helpline,0.2
1992,Excellent service,0.3
1993,Loved the quality,0.35
1994,Loved the quality,0.95
1995,Amazing product,0.2
1996,Will not recommend,0.2
1997,Quick resolution,0.91
1998,Delay in shipment,0.92
1999,Delay in shipment,0.92
2000,Delay in shipment,0.35
2001,Excellent service,0.1
2002,Worst delivery experience,0.9
2003,Excellent service,0.91
2004,Unresponsive helpline,0.9
2005,Loved the quality,0.3
2006,Unresponsive helpline,0.91
2007,Worst delivery experience,0.1
2008,Will not recommend,0.25
2009,Unresponsive helpline,0.35
2010,Quick resolution,0.25
2011,Great support,0.95
2012,Unresponsive helpline,0.3
2013,Quick resolution,0.1
2014,Loved the quality,0.3
2015,Worst delivery experience,0.2
2016,Quick resolution,0.2
2017,Delay in shipment,0.1
2018,Unresponsive helpline,0.91
2019,Will not recommend,0.35
2020,Will not recommend,0.88
2021,Unresponsive helpline,0.3
2022,Unresponsive helpline,0.9
2023,Delay in shipment,0.9
2024,Great support,0.92
2025,Unresponsive helpline,0.35
